timestamp,patient_id,entity_id,state,unit,source,domain
2026-01-01 10:37:51,patient-001,phone_camera_open_state,closed,none,phone,device
2026-01-01 10:50:39,patient-001,wearable_heart_rate,88,bpm,wearable,wearable
2026-01-01 11:03:45,patient-001,wearable_resting_heart_rate,65,bpm,wearable,wearable
2026-01-01 11:16:41,patient-001,wearable_hrv_value,59.5,ms,wearable,wearable
2026-01-01 11:29:07,patient-001,wearable_spo2,96.6,percent,wearable,wearable
2026-01-01 11:42:16,patient-001,wearable_skin_temperature,36.44,celsius,wearable,wearable
2026-01-01 11:55:38,patient-001,wearable_respiratory_rate,10.8,breaths/min,wearable,wearable
2026-01-01 12:08:03,patient-001,wearable_step_counter,12194,steps,phone,motion
2026-01-01 12:21:46,patient-001,wearable_calories_burned,52102,kcal,wearable,wearable
2026-01-01 12:34:02,patient-001,wearable_sleep_state,asleep,none,wearable,wearable
2026-01-01 12:47:52,patient-001,wearable_sleep_stage,awake,none,wearable,wearable
2026-01-01 13:00:36,patient-001,wearable_body_position,standing,none,wearable,wearable
2026-01-01 13:13:41,patient-001,wearable_device_battery_level,79,percent,wearable,wearable
2026-01-01 13:26:50,patient-001,smartwatch_screen_state,off,none,smartwatch,wearable
2026-01-01 13:39:07,patient-001,smartwatch_workout_state,inactive,none,smartwatch,wearable
2026-01-01 13:52:37,patient-001,smartwatch_workout_type,none,none,smartwatch,wearable
2026-01-01 14:05:41,patient-001,front_door_contact_state,closed,none,smart_home,contact
2026-01-01 14:18:08,patient-001,bedroom_door_contact_state,open,none,smart_home,contact
2026-01-01 14:31:28,patient-001,bathroom_door_contact_state,closed,none,smart_home,contact
2026-01-01 14:44:44,patient-001,refrigerator_door_contact_state,closed,none,smart_home,contact
2026-01-01 14:57:02,patient-001,pantry_door_contact_state,closed,none,smart_home,contact
2026-01-01 15:10:17,patient-001,medicine_cabinet_contact_state,closed,none,smart_home,contact
2026-01-01 15:23:59,patient-001,window_contact_state,closed,none,smart_home,contact
2026-01-01 15:36:00,patient-001,kitchen_motion_state,off,none,smart_home,occupancy
2026-01-01 15:49:34,patient-001,bedroom_motion_state,off,none,smart_home,occupancy
2026-01-01 16:02:59,patient-001,bathroom_motion_state,off,none,smart_home,occupancy
2026-01-01 16:15:03,patient-001,living_room_motion_state,off,none,smart_home,occupancy
2026-01-01 16:28:08,patient-001,hallway_motion_state,off,none,smart_home,occupancy
2026-01-01 16:41:31,patient-001,bed_pressure_sensor_state,occupied,none,smart_home,occupancy
2026-01-01 16:54:45,patient-001,chair_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-01 17:07:02,patient-001,sofa_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-01 17:20:38,patient-001,smart_light_power_state,off,none,smart_home,lighting
2026-01-01 17:33:24,patient-001,smart_light_brightness,12,percent,smart_home,lighting
2026-01-01 17:46:43,patient-001,smart_light_color_temperature,2994,kelvin,smart_home,lighting
2026-01-01 17:59:41,patient-001,smart_light_rgb_color,"133,153,140",none,smart_home,lighting
2026-01-01 18:12:51,patient-001,room_illuminance_lux,145.9,lux,smart_home,environment
2026-01-01 18:25:15,patient-001,thermostat_current_temperature,20.1,celsius,smart_home,environment
2026-01-01 18:38:49,patient-001,thermostat_target_temperature,20.8,celsius,smart_home,environment
2026-01-01 18:51:22,patient-001,thermostat_hvac_mode,auto,none,smart_home,environment
2026-01-01 19:04:58,patient-001,thermostat_hvac_action,idle,none,smart_home,environment
2026-01-01 19:17:10,patient-001,room_humidity,47,percent,smart_home,environment
2026-01-01 19:30:21,patient-001,indoor_co2_ppm,820,ppm,smart_home,environment
2026-01-01 19:43:20,patient-001,indoor_pm25,17.4,ug/m3,smart_home,environment
2026-01-01 19:56:46,patient-001,indoor_voc_level,50,index,smart_home,environment
2026-01-01 20:09:22,patient-001,indoor_air_quality_index,23,index,smart_home,environment
2026-01-01 20:22:56,patient-001,noise_sensor_decibels,34.9,dB,smart_home,environment
2026-01-01 20:35:17,patient-001,smart_plug_power_watts,87.8,W,smart_home,power
2026-01-01 20:48:14,patient-001,smart_plug_voltage,120.9,V,smart_home,power
2026-01-01 21:01:00,patient-001,smart_plug_current_amps,1.53,A,smart_home,power
2026-01-01 21:14:44,patient-001,coffee_machine_power_state,off,none,smart_home,power
2026-01-01 21:27:33,patient-001,coffee_machine_power_watts,20.5,W,smart_home,power
2026-01-01 21:40:29,patient-001,tv_power_state,off,none,smart_home,power
2026-01-01 21:53:05,patient-001,tv_power_watts,199.3,W,smart_home,power
2026-01-01 22:06:03,patient-001,computer_power_state,on,none,smart_home,power
2026-01-01 22:19:22,patient-001,computer_power_watts,24.4,W,smart_home,power
2026-01-01 22:32:52,patient-001,microwave_power_state,on,none,smart_home,power
2026-01-01 22:45:17,patient-001,microwave_power_watts,190.4,W,smart_home,power
2026-01-01 22:58:47,patient-001,washing_machine_power_state,off,none,smart_home,power
2026-01-01 23:11:46,patient-001,washing_machine_power_watts,65.0,W,smart_home,power
2026-01-02 00:17:13,patient-001,phone_battery_level,60,percent,phone,device
2026-01-02 00:30:50,patient-001,phone_battery_state,discharging,none,phone,device
2026-01-02 00:43:51,patient-001,phone_power_source,usb,none,phone,device
2026-01-02 00:56:36,patient-001,phone_screen_state,off,none,phone,device
2026-01-02 01:09:01,patient-001,phone_lock_state,locked,none,phone,device
2026-01-02 01:22:37,patient-001,phone_interactive_state,idle,none,phone,device
2026-01-02 01:35:51,patient-001,phone_orientation,face_down,none,phone,device
2026-01-02 01:48:44,patient-001,phone_brightness_level,79,percent,phone,device
2026-01-02 02:01:34,patient-001,phone_volume_level,66,percent,phone,device
2026-01-02 02:14:35,patient-001,phone_ringer_mode,normal,none,phone,device
2026-01-02 02:27:55,patient-001,phone_do_not_disturb_state,off,none,phone,device
2026-01-02 02:40:30,patient-001,phone_airplane_mode,on,none,phone,device
2026-01-02 02:53:26,patient-001,phone_wifi_state,disconnected,none,phone,device
2026-01-02 03:06:58,patient-001,phone_wifi_ssid,none,none,phone,device
2026-01-02 03:19:46,patient-001,phone_cellular_signal_strength,-112,dBm,phone,device
2026-01-02 03:32:57,patient-001,phone_bluetooth_state,on,none,phone,device
2026-01-02 03:45:42,patient-001,phone_headphones_connected,connected,none,phone,device
2026-01-02 03:58:59,patient-001,phone_nfc_state,on,none,phone,device
2026-01-02 04:11:00,patient-001,phone_location_latitude,40.751122,degrees,phone,location
2026-01-02 04:24:29,patient-001,phone_location_longitude,-74.10697,degrees,phone,location
2026-01-02 04:37:44,patient-001,phone_location_accuracy,8.5,meters,phone,location
2026-01-02 04:50:29,patient-001,phone_location_altitude,0.5,meters,phone,location
2026-01-02 05:03:22,patient-001,phone_location_speed,0.04,m/s,phone,location
2026-01-02 05:16:49,patient-001,phone_location_bearing,59,degrees,phone,location
2026-01-02 05:29:53,patient-001,phone_accelerometer_x,-3.186,m/s2,phone,motion
2026-01-02 05:42:30,patient-001,phone_accelerometer_y,-1.834,m/s2,phone,motion
2026-01-02 05:55:57,patient-001,phone_accelerometer_z,5.433,m/s2,phone,motion
2026-01-02 06:08:04,patient-001,phone_gyroscope_x,0.0244,rad/s,phone,motion
2026-01-02 06:21:40,patient-001,phone_gyroscope_y,0.0077,rad/s,phone,motion
2026-01-02 06:34:25,patient-001,phone_gyroscope_z,0.1712,rad/s,phone,motion
2026-01-02 06:47:24,patient-001,phone_magnetometer_x,38.52,microtesla,phone,motion
2026-01-02 07:00:51,patient-001,phone_magnetometer_y,18.07,microtesla,phone,motion
2026-01-02 07:13:42,patient-001,phone_magnetometer_z,35.65,microtesla,phone,motion
2026-01-02 07:26:38,patient-001,phone_barometer_pressure,1015.4,hPa,phone,motion
2026-01-02 07:39:51,patient-001,phone_ambient_light_lux,54.4,lux,phone,motion
2026-01-02 07:52:59,patient-001,phone_proximity_state,far,none,phone,motion
2026-01-02 08:05:17,patient-001,phone_step_detector_event,none,none,phone,motion
2026-01-02 08:18:33,patient-001,phone_step_counter_value,13440,steps,phone,motion
2026-01-02 08:31:45,patient-001,phone_activity_recognition_state,stationary,none,phone,motion
2026-01-02 08:44:43,patient-001,phone_app_foreground_package,com.google.android.gm,none,phone,app_usage
2026-01-02 08:57:13,patient-001,phone_app_foreground_name,Gmail,none,phone,app_usage
2026-01-02 09:10:55,patient-001,phone_notification_posted_app,Bank,none,phone,app_usage
2026-01-02 09:23:16,patient-001,phone_notification_removed_app,Gmail,none,phone,app_usage
2026-01-02 09:36:11,patient-001,phone_sms_received_event,received,none,phone,communication
2026-01-02 09:49:27,patient-001,phone_sms_sent_event,none,none,phone,communication
2026-01-02 10:02:16,patient-001,phone_call_state,idle,none,phone,communication
2026-01-02 10:15:07,patient-001,phone_call_direction,none,none,phone,communication
2026-01-02 10:28:52,patient-001,phone_keyboard_visible_state,hidden,none,phone,device
2026-01-02 10:41:52,patient-001,phone_clipboard_changed_event,none,none,phone,device
2026-01-02 10:54:03,patient-001,phone_camera_open_state,closed,none,phone,device
2026-01-02 11:07:19,patient-001,wearable_heart_rate,74,bpm,wearable,wearable
2026-01-02 11:20:02,patient-001,wearable_resting_heart_rate,61,bpm,wearable,wearable
2026-01-02 11:33:35,patient-001,wearable_hrv_value,78.9,ms,wearable,wearable
2026-01-02 11:46:58,patient-001,wearable_spo2,97.6,percent,wearable,wearable
2026-01-02 11:59:49,patient-001,wearable_skin_temperature,36.66,celsius,wearable,wearable
2026-01-02 12:12:36,patient-001,wearable_respiratory_rate,13.2,breaths/min,wearable,wearable
2026-01-02 12:25:32,patient-001,wearable_step_counter,12954,steps,phone,motion
2026-01-02 12:38:32,patient-001,wearable_calories_burned,52165,kcal,wearable,wearable
2026-01-02 12:51:33,patient-001,wearable_sleep_state,asleep,none,wearable,wearable
2026-01-02 13:04:30,patient-001,wearable_sleep_stage,awake,none,wearable,wearable
2026-01-02 13:17:02,patient-001,wearable_body_position,standing,none,wearable,wearable
2026-01-02 13:30:11,patient-001,wearable_device_battery_level,61,percent,wearable,wearable
2026-01-02 13:43:13,patient-001,smartwatch_screen_state,off,none,smartwatch,wearable
2026-01-02 13:56:29,patient-001,smartwatch_workout_state,inactive,none,smartwatch,wearable
2026-01-02 14:09:25,patient-001,smartwatch_workout_type,run,none,smartwatch,wearable
2026-01-02 14:22:32,patient-001,front_door_contact_state,open,none,smart_home,contact
2026-01-02 14:35:08,patient-001,bedroom_door_contact_state,closed,none,smart_home,contact
2026-01-02 14:48:31,patient-001,bathroom_door_contact_state,closed,none,smart_home,contact
2026-01-02 15:01:05,patient-001,refrigerator_door_contact_state,open,none,smart_home,contact
2026-01-02 15:14:59,patient-001,pantry_door_contact_state,closed,none,smart_home,contact
2026-01-02 15:27:04,patient-001,medicine_cabinet_contact_state,closed,none,smart_home,contact
2026-01-02 15:40:32,patient-001,window_contact_state,closed,none,smart_home,contact
2026-01-02 15:53:34,patient-001,kitchen_motion_state,off,none,smart_home,occupancy
2026-01-02 16:06:46,patient-001,bedroom_motion_state,off,none,smart_home,occupancy
2026-01-02 16:19:33,patient-001,bathroom_motion_state,on,none,smart_home,occupancy
2026-01-02 16:32:02,patient-001,living_room_motion_state,off,none,smart_home,occupancy
2026-01-02 16:45:45,patient-001,hallway_motion_state,on,none,smart_home,occupancy
2026-01-02 16:58:44,patient-001,bed_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-02 17:11:01,patient-001,chair_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-02 17:24:51,patient-001,sofa_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-02 17:37:42,patient-001,smart_light_power_state,on,none,smart_home,lighting
2026-01-02 17:50:55,patient-001,smart_light_brightness,34,percent,smart_home,lighting
2026-01-02 18:03:02,patient-001,smart_light_color_temperature,3842,kelvin,smart_home,lighting
2026-01-02 18:16:51,patient-001,smart_light_rgb_color,"245,107,62",none,smart_home,lighting
2026-01-02 18:29:56,patient-001,room_illuminance_lux,212.5,lux,smart_home,environment
2026-01-02 18:42:40,patient-001,thermostat_current_temperature,21.2,celsius,smart_home,environment
2026-01-02 18:55:53,patient-001,thermostat_target_temperature,20.7,celsius,smart_home,environment
2026-01-02 19:08:18,patient-001,thermostat_hvac_mode,cool,none,smart_home,environment
2026-01-02 19:21:58,patient-001,thermostat_hvac_action,idle,none,smart_home,environment
2026-01-02 19:34:25,patient-001,room_humidity,33,percent,smart_home,environment
2026-01-02 19:47:16,patient-001,indoor_co2_ppm,963,ppm,smart_home,environment
2026-01-02 20:00:11,patient-001,indoor_pm25,1.5,ug/m3,smart_home,environment
2026-01-02 20:13:13,patient-001,indoor_voc_level,81,index,smart_home,environment
2026-01-02 20:26:45,patient-001,indoor_air_quality_index,14,index,smart_home,environment
2026-01-02 20:39:01,patient-001,noise_sensor_decibels,50.9,dB,smart_home,environment
2026-01-02 20:52:40,patient-001,smart_plug_power_watts,64.1,W,smart_home,power
2026-01-02 21:05:19,patient-001,smart_plug_voltage,121.9,V,smart_home,power
2026-01-02 21:18:13,patient-001,smart_plug_current_amps,1.45,A,smart_home,power
2026-01-02 21:31:02,patient-001,coffee_machine_power_state,off,none,smart_home,power
2026-01-02 21:44:25,patient-001,coffee_machine_power_watts,221.0,W,smart_home,power
2026-01-02 21:57:52,patient-001,tv_power_state,off,none,smart_home,power
2026-01-02 22:10:59,patient-001,tv_power_watts,303.1,W,smart_home,power
2026-01-02 22:23:03,patient-001,computer_power_state,on,none,smart_home,power
2026-01-02 22:36:07,patient-001,computer_power_watts,123.9,W,smart_home,power
2026-01-02 22:49:48,patient-001,microwave_power_state,off,none,smart_home,power
2026-01-02 23:02:31,patient-001,microwave_power_watts,223.0,W,smart_home,power
2026-01-02 23:15:29,patient-001,washing_machine_power_state,off,none,smart_home,power
2026-01-02 23:28:35,patient-001,washing_machine_power_watts,99.7,W,smart_home,power
2026-01-03 00:34:32,patient-001,phone_battery_level,82,percent,phone,device
2026-01-03 00:47:36,patient-001,phone_battery_state,discharging,none,phone,device
2026-01-03 01:00:03,patient-001,phone_power_source,battery,none,phone,device
2026-01-03 01:13:18,patient-001,phone_screen_state,off,none,phone,device
2026-01-03 01:26:16,patient-001,phone_lock_state,locked,none,phone,device
2026-01-03 01:39:39,patient-001,phone_interactive_state,interactive,none,phone,device
2026-01-03 01:52:58,patient-001,phone_orientation,face_up,none,phone,device
2026-01-03 02:05:30,patient-001,phone_brightness_level,86,percent,phone,device
2026-01-03 02:18:53,patient-001,phone_volume_level,48,percent,phone,device
2026-01-03 02:31:06,patient-001,phone_ringer_mode,normal,none,phone,device
2026-01-03 02:44:02,patient-001,phone_do_not_disturb_state,on,none,phone,device
2026-01-03 02:57:51,patient-001,phone_airplane_mode,off,none,phone,device
2026-01-03 03:10:14,patient-001,phone_wifi_state,connected,none,phone,device
2026-01-03 03:23:22,patient-001,phone_wifi_ssid,HomeNet,none,phone,device
2026-01-03 03:36:00,patient-001,phone_cellular_signal_strength,-86,dBm,phone,device
2026-01-03 03:49:14,patient-001,phone_bluetooth_state,off,none,phone,device
2026-01-03 04:02:11,patient-001,phone_headphones_connected,disconnected,none,phone,device
2026-01-03 04:15:11,patient-001,phone_nfc_state,off,none,phone,device
2026-01-03 04:28:24,patient-001,phone_location_latitude,40.655484,degrees,phone,location
2026-01-03 04:41:58,patient-001,phone_location_longitude,-74.017513,degrees,phone,location
2026-01-03 04:54:12,patient-001,phone_location_accuracy,12.0,meters,phone,location
2026-01-03 05:07:48,patient-001,phone_location_altitude,23.7,meters,phone,location
2026-01-03 05:20:37,patient-001,phone_location_speed,0.41,m/s,phone,location
2026-01-03 05:33:25,patient-001,phone_location_bearing,155,degrees,phone,location
2026-01-03 05:46:58,patient-001,phone_accelerometer_x,4.093,m/s2,phone,motion
2026-01-03 05:59:56,patient-001,phone_accelerometer_y,-0.6,m/s2,phone,motion
2026-01-03 06:12:48,patient-001,phone_accelerometer_z,-5.285,m/s2,phone,motion
2026-01-03 06:25:51,patient-001,phone_gyroscope_x,0.1128,rad/s,phone,motion
2026-01-03 06:38:49,patient-001,phone_gyroscope_y,-0.1421,rad/s,phone,motion
2026-01-03 06:51:47,patient-001,phone_gyroscope_z,-0.0661,rad/s,phone,motion
2026-01-03 07:04:44,patient-001,phone_magnetometer_x,15.91,microtesla,phone,motion
2026-01-03 07:17:10,patient-001,phone_magnetometer_y,25.62,microtesla,phone,motion
2026-01-03 07:30:37,patient-001,phone_magnetometer_z,10.26,microtesla,phone,motion
2026-01-03 07:43:03,patient-001,phone_barometer_pressure,1003.1,hPa,phone,motion
2026-01-03 07:56:08,patient-001,phone_ambient_light_lux,316.5,lux,phone,motion
2026-01-03 08:09:59,patient-001,phone_proximity_state,far,none,phone,motion
2026-01-03 08:22:44,patient-001,phone_step_detector_event,step,none,phone,motion
2026-01-03 08:35:06,patient-001,phone_step_counter_value,13717,steps,phone,motion
2026-01-03 08:48:21,patient-001,phone_activity_recognition_state,walking,none,phone,motion
2026-01-03 09:01:31,patient-001,phone_app_foreground_package,com.google.android.gm,none,phone,app_usage
2026-01-03 09:14:43,patient-001,phone_app_foreground_name,Netflix,none,phone,app_usage
2026-01-03 09:27:23,patient-001,phone_notification_posted_app,Calendar,none,phone,app_usage
2026-01-03 09:40:05,patient-001,phone_notification_removed_app,Fitbit,none,phone,app_usage
2026-01-03 09:53:11,patient-001,phone_sms_received_event,none,none,phone,communication
2026-01-03 10:06:39,patient-001,phone_sms_sent_event,none,none,phone,communication
2026-01-03 10:19:49,patient-001,phone_call_state,idle,none,phone,communication
2026-01-03 10:32:04,patient-001,phone_call_direction,incoming,none,phone,communication
2026-01-03 10:45:45,patient-001,phone_keyboard_visible_state,hidden,none,phone,device
2026-01-03 10:58:02,patient-001,phone_clipboard_changed_event,none,none,phone,device
2026-01-03 11:11:20,patient-001,phone_camera_open_state,open,none,phone,device
2026-01-03 11:24:53,patient-001,wearable_heart_rate,77,bpm,wearable,wearable
2026-01-03 11:37:28,patient-001,wearable_resting_heart_rate,57,bpm,wearable,wearable
2026-01-03 11:50:06,patient-001,wearable_hrv_value,53.1,ms,wearable,wearable
2026-01-03 12:03:32,patient-001,wearable_spo2,96.9,percent,wearable,wearable
2026-01-03 12:16:30,patient-001,wearable_skin_temperature,36.01,celsius,wearable,wearable
2026-01-03 12:29:44,patient-001,wearable_respiratory_rate,19.1,breaths/min,wearable,wearable
2026-01-03 12:42:35,patient-001,wearable_step_counter,13825,steps,phone,motion
2026-01-03 12:55:09,patient-001,wearable_calories_burned,52309,kcal,wearable,wearable
2026-01-03 13:08:49,patient-001,wearable_sleep_state,awake,none,wearable,wearable
2026-01-03 13:21:52,patient-001,wearable_sleep_stage,light,none,wearable,wearable
2026-01-03 13:34:40,patient-001,wearable_body_position,lying_right,none,wearable,wearable
2026-01-03 13:47:11,patient-001,wearable_device_battery_level,35,percent,wearable,wearable
2026-01-03 14:00:49,patient-001,smartwatch_screen_state,on,none,smartwatch,wearable
2026-01-03 14:13:26,patient-001,smartwatch_workout_state,inactive,none,smartwatch,wearable
2026-01-03 14:26:57,patient-001,smartwatch_workout_type,none,none,smartwatch,wearable
2026-01-03 14:39:24,patient-001,front_door_contact_state,closed,none,smart_home,contact
2026-01-03 14:52:07,patient-001,bedroom_door_contact_state,open,none,smart_home,contact
2026-01-03 15:05:01,patient-001,bathroom_door_contact_state,closed,none,smart_home,contact
2026-01-03 15:18:53,patient-001,refrigerator_door_contact_state,closed,none,smart_home,contact
2026-01-03 15:31:34,patient-001,pantry_door_contact_state,closed,none,smart_home,contact
2026-01-03 15:44:20,patient-001,medicine_cabinet_contact_state,open,none,smart_home,contact
2026-01-03 15:57:17,patient-001,window_contact_state,closed,none,smart_home,contact
2026-01-03 16:10:22,patient-001,kitchen_motion_state,off,none,smart_home,occupancy
2026-01-03 16:23:21,patient-001,bedroom_motion_state,off,none,smart_home,occupancy
2026-01-03 16:36:15,patient-001,bathroom_motion_state,on,none,smart_home,occupancy
2026-01-03 16:49:22,patient-001,living_room_motion_state,off,none,smart_home,occupancy
2026-01-03 17:02:38,patient-001,hallway_motion_state,off,none,smart_home,occupancy
2026-01-03 17:15:50,patient-001,bed_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-03 17:28:03,patient-001,chair_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-03 17:41:31,patient-001,sofa_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-03 17:54:42,patient-001,smart_light_power_state,off,none,smart_home,lighting
2026-01-03 18:07:35,patient-001,smart_light_brightness,88,percent,smart_home,lighting
2026-01-03 18:20:41,patient-001,smart_light_color_temperature,3348,kelvin,smart_home,lighting
2026-01-03 18:33:15,patient-001,smart_light_rgb_color,"204,99,241",none,smart_home,lighting
2026-01-03 18:46:36,patient-001,room_illuminance_lux,191.3,lux,smart_home,environment
2026-01-03 18:59:31,patient-001,thermostat_current_temperature,21.6,celsius,smart_home,environment
2026-01-03 19:12:02,patient-001,thermostat_target_temperature,20.2,celsius,smart_home,environment
2026-01-03 19:25:42,patient-001,thermostat_hvac_mode,heat,none,smart_home,environment
2026-01-03 19:38:19,patient-001,thermostat_hvac_action,idle,none,smart_home,environment
2026-01-03 19:51:04,patient-001,room_humidity,32,percent,smart_home,environment
2026-01-03 20:04:14,patient-001,indoor_co2_ppm,710,ppm,smart_home,environment
2026-01-03 20:17:15,patient-001,indoor_pm25,8.2,ug/m3,smart_home,environment
2026-01-03 20:30:36,patient-001,indoor_voc_level,77,index,smart_home,environment
2026-01-03 20:43:37,patient-001,indoor_air_quality_index,28,index,smart_home,environment
2026-01-03 20:56:15,patient-001,noise_sensor_decibels,34.1,dB,smart_home,environment
2026-01-03 21:09:44,patient-001,smart_plug_power_watts,146.0,W,smart_home,power
2026-01-03 21:22:58,patient-001,smart_plug_voltage,119.4,V,smart_home,power
2026-01-03 21:35:47,patient-001,smart_plug_current_amps,0.89,A,smart_home,power
2026-01-03 21:48:48,patient-001,coffee_machine_power_state,off,none,smart_home,power
2026-01-03 22:01:23,patient-001,coffee_machine_power_watts,143.4,W,smart_home,power
2026-01-03 22:14:10,patient-001,tv_power_state,off,none,smart_home,power
2026-01-03 22:27:03,patient-001,tv_power_watts,247.3,W,smart_home,power
2026-01-03 22:40:05,patient-001,computer_power_state,off,none,smart_home,power
2026-01-03 22:53:27,patient-001,computer_power_watts,111.6,W,smart_home,power
2026-01-03 23:06:04,patient-001,microwave_power_state,off,none,smart_home,power
2026-01-03 23:19:41,patient-001,microwave_power_watts,103.6,W,smart_home,power
2026-01-03 23:32:17,patient-001,washing_machine_power_state,off,none,smart_home,power
2026-01-03 23:45:22,patient-001,washing_machine_power_watts,157.4,W,smart_home,power
2026-01-04 00:02:14,patient-001,washing_machine_power_watts,33.1,W,smart_home,power
2026-01-04 00:51:52,patient-001,phone_battery_level,55,percent,phone,device
2026-01-04 01:04:41,patient-001,phone_battery_state,charging,none,phone,device
2026-01-04 01:17:30,patient-001,phone_power_source,battery,none,phone,device
2026-01-04 01:30:45,patient-001,phone_screen_state,off,none,phone,device
2026-01-04 01:43:44,patient-001,phone_lock_state,locked,none,phone,device
2026-01-04 01:56:11,patient-001,phone_interactive_state,idle,none,phone,device
2026-01-04 02:09:10,patient-001,phone_orientation,portrait,none,phone,device
2026-01-04 02:22:44,patient-001,phone_brightness_level,88,percent,phone,device
2026-01-04 02:35:13,patient-001,phone_volume_level,33,percent,phone,device
2026-01-04 02:48:55,patient-001,phone_ringer_mode,normal,none,phone,device
2026-01-04 03:01:55,patient-001,phone_do_not_disturb_state,on,none,phone,device
2026-01-04 03:14:31,patient-001,phone_airplane_mode,off,none,phone,device
2026-01-04 03:27:43,patient-001,phone_wifi_state,connected,none,phone,device
2026-01-04 03:40:33,patient-001,phone_wifi_ssid,HomeNet,none,phone,device
